CodigoAnillador,NombreAnillador,Anilla,NumeroAnilla,NombreEspecie,CodigoEspecie,FechaCaptura,FechaCaptura,CodigoEdad,CodigoSexo,CodigoModo,NombreLocalidad,MUNICIPIO,CodigoLocalidad,CodigoPROVINCIA,Observaciones,CodigoHabitat,CodigoMetodo,NumRedes,LongitudRed,HoraDesde,HoraHasta,Campanna,CodigoEstacion,MannanaCodigoFuerza,MannanaCodigoDireccion,MannanaCodigoNubosidad,MannanaCodigoLluvia,TardeCodigoFuerza,TardeCodigoDireccion,TardeCodigoNubosidad,TardeCodigoLluvia,Dato1,Dato2,Dato3,Dato4,Dato5,Dato6,Parentesco,TipoRegistro,CodigoCentro,CodigoCondicion,CodigoCircunstancia,CodigoReclamo,Ala,F8,Peso,Tarso,CodigoPlaca,CodigoGrasa,CodigoMusculo,CodigoPrecision,CodigoEstado,CodigoEstatus,CodigoMuda,IniAnillador
660019,Manuel Vazquez Castro,CY..4400,CY..4400,Estrilda astrild,16150,04-02-05,04-Feb-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4401,CY..4401,Estrilda astrild,16150,04-02-05,04-Feb-05,4,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4402,CY..4402,Estrilda astrild,16150,04-02-05,04-Feb-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4403,CY..4403,Estrilda astrild,16150,04-02-05,04-Feb-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4404,CY..4404,Sylvia melanocephala,12670,05-02-05,05-Feb-05,4,2,,El Alamillo,Sevilla,ES66309,,,E5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4405,CY..4405,Phylloscopus collybita,13110,14-02-05,14-Feb-05,5,0,,Dehesa de Abajo,Puebla del Rio,ES66297,,,F3,L,,,16:00,17:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4406,CY..4406,Phylloscopus collybita,13110,24-02-05,24-Feb-05,5,0,,Caño Navarro,Coria del Rio,ES66218,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4407,CY..4407,Remiz pendulinus,14900,24-02-05,24-Feb-05,4,1,,Caño Navarro,Coria del Rio,ES66218,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4408,CY..4408,Remiz pendulinus,14900,24-02-05,24-Feb-05,4,2,,Caño Navarro,Coria del Rio,ES66218,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4409,CY..4409,Remiz pendulinus,14900,24-02-05,24-Feb-05,4,1,,Caño Navarro,Coria del Rio,ES66218,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4410,CY..4410,Remiz pendulinus,14900,24-02-05,24-Feb-05,4,2,,Caño Navarro,Coria del Rio,ES66218,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4411,CY..4411,Estrilda astrild,16150,25-02-05,25-Feb-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4412,CY..4412,Amandava amandava,20250,25-02-05,25-Feb-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4413,CY..4413,Amandava amandava,20250,25-02-05,25-Feb-05,6,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4414,CY..4414,Remiz pendulinus,14900,25-02-05,25-Feb-05,5,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4415,CY..4415,Remiz pendulinus,14900,25-02-05,25-Feb-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4416,CY..4416,Estrilda astrild,16150,25-02-05,25-Feb-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4417,CY..4417,Estrilda astrild,16150,25-02-05,25-Feb-05,5,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4418,CY..4418,Remiz pendulinus,14900,25-02-05,25-Feb-05,4,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4419,CY..4419,Remiz pendulinus,14900,08-03-05,08-Mar-05,4,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4420,CY..4420,Remiz pendulinus,14900,10-03-05,10-Mar-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4421,CY..4421,Estrilda astrild,16150,10-03-05,10-Mar-05,4,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4422,CY..4422,Estrilda astrild,16150,10-03-05,10-Mar-05,5,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4423,CY..4423,Remiz pendulinus,14900,10-03-05,10-Mar-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4424,CY..4424,Phylloscopus collybita,13110,10-03-05,10-Mar-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4425,CY..4425,Amandava amandava,20250,10-03-05,10-Mar-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4426,CY..4426,Phylloscopus collybita,13110,11-03-05,11-Mar-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4427,CY..4427,Estrilda astrild,16150,11-03-05,11-Mar-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4428,CY..4428,Estrilda astrild,16150,11-03-05,11-Mar-05,5,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4429,CY..4429,Phylloscopus collybita,13110,11-03-05,11-Mar-05,4,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4430,CY..4430,Remiz pendulinus,14900,11-03-05,11-Mar-05,5,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4431,CY..4431,Remiz pendulinus,14900,11-03-05,11-Mar-05,5,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4432,CY..4432,Amandava amandava,20250,15-03-05,15-Mar-05,6,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4433,CY..4433,Hirundo rustica,09920,15-03-05,15-Mar-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,F,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4434,CY..4434,Hirundo rustica,09920,15-03-05,15-Mar-05,4,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,F,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4435,CY..4435,Amandava amandava,20250,15-03-05,15-Mar-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,9:00,10:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4436,CY..4436,Remiz pendulinus,14900,15-03-05,15-Mar-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,12:00,13:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4437,CY..4437,Remiz pendulinus,14900,16-03-05,16-Mar-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4438,CY..4438,Amandava amandava,20250,16-03-05,16-Mar-05,4,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4439,CY..4439,Amandava amandava,20250,16-03-05,16-Mar-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4440,CY..4440,Sylvia cantillans,12650,16-03-05,16-Mar-05,5,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4441,CY..4441,Phylloscopus collybita,13110,16-03-05,16-Mar-05,4,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,10:00,11:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4442,CY..4442,Remiz pendulinus,14900,16-03-05,16-Mar-05,6,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4443,CY..4443,Remiz pendulinus,14900,16-03-05,16-Mar-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4444,CY..4444,Remiz pendulinus,14900,16-03-05,16-Mar-05,5,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4445,CY..4445,Remiz pendulinus,14900,16-03-05,16-Mar-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,11:00,12:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4446,CY..4446,Remiz pendulinus,14900,17-03-05,17-Mar-05,5,0,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4447,CY..4447,Remiz pendulinus,14900,17-03-05,17-Mar-05,6,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4448,CY..4448,Remiz pendulinus,14900,17-03-05,17-Mar-05,5,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4449,CY..4449,Remiz pendulinus,14900,17-03-05,17-Mar-05,5,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4450,CY..4450,Remiz pendulinus,14900,17-03-05,17-Mar-05,5,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4451,CY..4451,Amandava amandava,20250,17-03-05,17-Mar-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4452,CY..4452,Amandava amandava,20250,17-03-05,17-Mar-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4453,CY..4453,Amandava amandava,20250,17-03-05,17-Mar-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4454,CY..4454,Estrilda astrild,16150,17-03-05,17-Mar-05,4,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4455,CY..4455,Phoenicurus phoenicurus,11220,17-03-05,17-Mar-05,5,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,8:00,9:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4456,CY..4456,Amandava amandava,20250,29-03-05,29-Mar-05,6,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,12:00,13:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4457,CY..4457,Amandava amandava,20250,29-03-05,29-Mar-05,6,1,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,12:00,13:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4458,CY..4458,Amandava amandava,20250,29-03-05,29-Mar-05,6,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,12:00,13:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
660019,Manuel Vazquez Castro,CY..4459,CY..4459,Amandava amandava,20250,29-03-05,29-Mar-05,6,2,,Rio Guadaira,Coria del Rio,ES66851,,,C5,M,,,12:00,13:00,,,,,,,,,,,,,,,,,,A,ESI,,,N,,,,,,,,,,,,
